custody_agency,date_of_release,sex,age,race_ethnicity,zip
PDP,2015-10-07 00:00:00,Male,24,Hispanic,
State,2015-10-03 00:00:00,Male,33,Black,19120
PDP,2015-02-24 00:00:00,Male,28,Hispanic,19133
PDP,2015-04-16 00:00:00,Male,26,White,19125
State,2015-01-26 00:00:00,Male,24,Black,19130
PDP,2015-01-27 00:00:00,Female,25,Black,
PDP,2015-07-20 00:00:00,Male,29,Black,19133
PDP,2015-01-23 00:00:00,Male,25,Black,
PDP,2015-07-04 00:00:00,Female,27,White,
PDP,2015-05-15 00:00:00,Male,28,Black,19142
State,2015-06-25 00:00:00,Male,51,White,19124
PDP,2015-08-18 00:00:00,Male,25,Black,
PDP,2015-09-01 00:00:00,Male,27,Black,19120
PDP,2015-10-16 00:00:00,Female,27,Black,19130
PDP,2015-06-10 00:00:00,Male,26,Black,19149
PDP,2015-07-17 00:00:00,Male,26,White,19148
PDP,2015-08-05 00:00:00,Male,30,Black,19144
PDP,2015-03-31 00:00:00,Male,28,White,19145
State,2015-08-11 00:00:00,Male,24,Black,19126
PDP,2015-05-26 00:00:00,Male,22,Black,19135
State,2015-07-27 00:00:00,Male,46,White,19134
PDP,2015-10-09 00:00:00,Male,47,White,
PDP,2015-04-14 00:00:00,Male,27,Black,19133
PDP,2015-07-22 00:00:00,Female,29,Hispanic,19134
PDP,2015-04-14 00:00:00,Male,25,Black,
State,2015-12-22 00:00:00,Male,27,Black,19124
PDP,2015-09-30 00:00:00,Male,26,Black,
PDP,2015-08-04 00:00:00,Male,23,Black,16373
PDP,2015-02-05 00:00:00,Female,35,Black,19123
PDP,2015-02-21 00:00:00,Male,25,Black,19144
PDP,2015-10-17 00:00:00,Female,38,Hispanic,19120
PDP,2015-03-18 00:00:00,Female,26,White,19139
State,2015-06-22 00:00:00,Male,27,White,19124
PDP,2015-12-14 00:00:00,Female,48,Black,19140
PDP,2015-05-04 00:00:00,Male,28,Black,19148
PDP,2015-04-13 00:00:00,Male,28,Hispanic,
PDP,2015-04-17 00:00:00,Male,56,Black,19140
PDP,2015-01-23 00:00:00,Male,25,Black,19111
PDP,2015-05-31 00:00:00,Male,28,Black,19131
PDP,2015-07-01 00:00:00,Male,30,White,
PDP,2015-03-02 00:00:00,Male,24,Black,19132
State,2015-08-12 00:00:00,Male,24,Hispanic,19134
PDP,2015-11-02 00:00:00,Male,29,White,
State,2015-08-30 00:00:00,Male,26,Black,19143
PDP,2015-01-09 00:00:00,Male,50,White,19124
PDP,2015-12-23 00:00:00,Male,28,Black,19143
PDP,2015-02-09 00:00:00,Male,36,White,19145
PDP,2015-03-13 00:00:00,Male,23,Black,19124
State,2015-12-07 00:00:00,Male,28,Black,19134
PDP,2015-04-14 00:00:00,Male,25,Black,19121
PDP,2015-03-19 00:00:00,Male,31,Other,19121
PDP,2015-02-06 00:00:00,Male,28,Black,19149
PDP,2015-08-18 00:00:00,Female,30,Black,19132
PDP,2015-08-10 00:00:00,Male,33,Hispanic,19133
PDP,2015-01-09 00:00:00,Male,43,White,
PDP,2015-07-12 00:00:00,Female,38,Black,19140
PDP,2015-11-03 00:00:00,Male,29,Black,
PDP,2015-10-07 00:00:00,Male,30,Black,19144
PDP,2015-01-30 00:00:00,Male,26,Black,19132
State,2015-03-08 00:00:00,Male,33,Black,19120
PDP,2015-06-12 00:00:00,Female,22,Black,19140
PDP,2015-07-15 00:00:00,Female,33,Black,19139
PDP,2015-05-28 00:00:00,Male,30,Black,19121
PDP,2015-06-29 00:00:00,Male,25,White,
PDP,2015-03-20 00:00:00,Male,22,Black,19143
PDP,2015-12-10 00:00:00,Male,43,Black,
PDP,2015-07-16 00:00:00,Male,25,Black,19121
State,2015-03-12 00:00:00,Male,29,Black,19144
PDP,2015-10-26 00:00:00,Male,29,Black,19133
PDP,2015-06-08 00:00:00,Male,26,Black,19140
State,2015-01-28 00:00:00,Male,25,Black,19124
PDP,2015-11-10 00:00:00,Female,24,Black,19143
State,2015-12-07 00:00:00,Male,29,Black,19124
State,2015-04-06 00:00:00,Male,52,White,19129
PDP,2015-11-16 00:00:00,Male,25,Black,
PDP,2015-06-15 00:00:00,Female,43,White,19122
PDP,2015-03-24 00:00:00,Male,25,Hispanic,19134
PDP,2015-12-21 00:00:00,Male,26,Black,19104
State,2015-11-05 00:00:00,Male,29,White,19134
PDP,2015-02-13 00:00:00,Male,27,Black,19134
State,2015-03-09 00:00:00,Male,28,Hispanic,19149
PDP,2015-01-23 00:00:00,Male,23,Hispanic,19134
PDP,2015-09-30 00:00:00,Male,43,Black,19150
PDP,2015-02-19 00:00:00,Male,24,Black,19121
PDP,2015-03-17 00:00:00,Male,25,Black,19144
PDP,2015-08-04 00:00:00,Female,23,Black,19124
PDP,2015-01-20 00:00:00,Male,25,Black,19141
PDP,2015-08-20 00:00:00,Male,29,White,19124
PDP,2015-03-08 00:00:00,Male,23,Black,19143
State,2015-03-31 00:00:00,Male,26,Black,19139
PDP,2015-01-23 00:00:00,Male,26,Black,19138
PDP,2015-02-20 00:00:00,Male,29,Black,
PDP,2015-07-22 00:00:00,Male,26,White,19135
PDP,2015-08-13 00:00:00,Female,28,White,
PDP,2015-03-30 00:00:00,Male,26,Black,19141
PDP,2015-06-03 00:00:00,Male,23,Black,19100
PDP,2015-07-23 00:00:00,Male,24,Black,19143
PDP,2015-01-21 00:00:00,Male,25,Black,19120
PDP,2015-12-08 00:00:00,Male,29,Hispanic,19134
PDP,2015-10-23 00:00:00,Male,36,Black,19151
PDP,2015-01-22 00:00:00,Male,25,Black,19133
PDP,2015-04-21 00:00:00,Male,32,Black,
PDP,2015-05-13 00:00:00,Female,26,White,19124
PDP,2015-10-21 00:00:00,Male,23,Black,18140
PDP,2015-03-18 00:00:00,Male,24,Hispanic,19140
PDP,2015-08-05 00:00:00,Male,25,Black,
PDP,2015-05-05 00:00:00,Male,64,Black,
PDP,2015-12-24 00:00:00,Male,24,Black,19124
PDP,2015-09-23 00:00:00,Male,25,Black,19139
PDP,2015-12-24 00:00:00,Male,30,Black,19153
State,2015-03-02 00:00:00,Male,26,Black,19134
PDP,2015-08-14 00:00:00,Male,27,Black,19144
PDP,2015-09-14 00:00:00,Male,24,Black,19141
PDP,2015-04-05 00:00:00,Male,55,Hispanic,19133
PDP,2015-08-17 00:00:00,Male,23,Black,19138
PDP,2015-09-30 00:00:00,Male,26,Black,19134
PDP,2015-01-31 00:00:00,Male,33,Hispanic,19134
PDP,2015-06-18 00:00:00,Male,65,Hispanic,19134
PDP,2015-02-23 00:00:00,Male,33,Black,19120
PDP,2015-02-24 00:00:00,Male,36,Hispanic,19133
PDP,2015-11-16 00:00:00,Male,43,White,19120
PDP,2015-12-14 00:00:00,Male,25,Black,19124
PDP,2015-10-08 00:00:00,Male,26,Black,19134
State,2015-06-01 00:00:00,Male,29,Black,19124
PDP,2015-09-21 00:00:00,Male,29,White,19125
PDP,2015-06-16 00:00:00,Female,25,White,19124
State,2015-04-23 00:00:00,Male,34,Hispanic,19140
State,2015-01-11 00:00:00,Male,31,Black,19153
PDP,2015-05-22 00:00:00,Female,33,White,19125
PDP,2015-06-18 00:00:00,Male,25,Black,19142
PDP,2015-01-13 00:00:00,Male,24,White,
PDP,2015-01-05 00:00:00,Male,27,Other,19111
State,2015-04-16 00:00:00,Male,25,Hispanic,19140
PDP,2015-10-30 00:00:00,Male,28,Black,19132
PDP,2015-12-16 00:00:00,Female,33,White,19134
PDP,2015-01-06 00:00:00,Male,24,Black,19141
PDP,2015-09-17 00:00:00,Female,34,White,
PDP,2015-10-26 00:00:00,Male,26,Black,19132
PDP,2015-07-17 00:00:00,Male,27,Black,19139
PDP,2015-09-03 00:00:00,Male,26,Black,19139
State,2015-05-31 00:00:00,Male,25,White,19114
PDP,2015-02-27 00:00:00,Male,23,Black,19121
State,2015-07-13 00:00:00,Male,23,Hispanic,19120
State,2015-12-14 00:00:00,Male,25,Black,19124
State,2015-05-08 00:00:00,Male,29,Hispanic,19140
PDP,2015-05-20 00:00:00,Male,24,Hispanic,19140
PDP,2015-05-05 00:00:00,Male,23,Hispanic,
PDP,2015-03-27 00:00:00,Female,25,Black,19124
PDP,2015-01-16 00:00:00,Male,22,Black,19146
PDP,2015-03-10 00:00:00,Male,25,Black,
State,2015-08-10 00:00:00,Male,29,Black,19142
State,2015-05-18 00:00:00,Male,28,Black,19130
State,2015-02-28 00:00:00,Male,27,Hispanic,19149
PDP,2015-12-21 00:00:00,Female,56,White,19146
State,2015-09-07 00:00:00,Male,25,Black,19142
State,2015-01-26 00:00:00,Male,25,Hispanic,19140
PDP,2015-11-03 00:00:00,Male,45,White,19124
PDP,2015-08-08 00:00:00,Male,24,Black,19126
PDP,2015-07-02 00:00:00,Male,27,Black,19150
PDP,2015-03-20 00:00:00,Male,29,Black,19131
PDP,2015-06-21 00:00:00,Female,40,Hispanic,19135
PDP,2015-08-14 00:00:00,Male,28,Black,19143
PDP,2015-08-10 00:00:00,Male,29,Black,19140
State,2015-06-08 00:00:00,Male,44,Black,19129
State,2015-08-31 00:00:00,Male,29,Hispanic,19140
PDP,2015-01-06 00:00:00,Male,26,Black,
PDP,2015-11-13 00:00:00,Male,29,Black,19144
PDP,2015-07-17 00:00:00,Male,25,Black,19144
PDP,2015-03-25 00:00:00,Male,25,Black,19140
PDP,2015-05-05 00:00:00,Male,51,Black,
State,2015-10-04 00:00:00,Male,30,Black,19140
PDP,2015-03-11 00:00:00,Male,23,Black,19121
PDP,2015-05-13 00:00:00,Male,29,Black,
PDP,2015-07-15 00:00:00,Female,24,White,19134
State,2015-05-18 00:00:00,Male,26,Black,19124
PDP,2015-02-06 00:00:00,Male,25,Black,19134
State,2015-04-02 00:00:00,Male,28,Black,19153
PDP,2015-04-30 00:00:00,Male,28,Other,19144
State,2015-11-09 00:00:00,Male,26,Black,19130
PDP,2015-04-28 00:00:00,Male,22,Black,19132
PDP,2015-02-19 00:00:00,Male,21,Black,19132
PDP,2015-04-07 00:00:00,Male,26,Black,19142
PDP,2015-12-04 00:00:00,Female,26,Black,19133
PDP,2015-06-30 00:00:00,Male,30,Black,19126
State,2015-10-13 00:00:00,Male,28,Black,19123
State,2015-03-26 00:00:00,Male,28,Hispanic,19124
PDP,2015-03-18 00:00:00,Male,58,Black,19141
PDP,2015-08-04 00:00:00,Female,46,Black,
PDP,2015-05-08 00:00:00,Male,22,Black,19131
PDP,2015-03-06 00:00:00,Male,30,Black,19134
PDP,2015-04-30 00:00:00,Female,25,Black,19146
PDP,2015-03-24 00:00:00,Male,30,Black,19124
PDP,2015-02-01 00:00:00,Male,23,Black,19143
PDP,2015-12-11 00:00:00,Male,38,Hispanic,19124
PDP,2015-10-01 00:00:00,Male,27,White,19145
PDP,2015-08-07 00:00:00,Male,23,Black,19151
PDP,2015-09-11 00:00:00,Male,27,Black,
PDP,2015-08-20 00:00:00,Male,27,Black,19132
PDP,2015-07-02 00:00:00,Male,27,Other,19131
State,2015-10-05 00:00:00,Male,27,Black,19132
PDP,2015-07-11 00:00:00,Male,22,Black,19121
PDP,2015-09-30 00:00:00,Male,23,Hispanic,19134
PDP,2015-09-01 00:00:00,Male,27,Black,19120
PDP,2015-02-13 00:00:00,Female,27,White,19136
State,2015-08-31 00:00:00,Male,27,Black,19104
PDP,2015-11-16 00:00:00,Male,29,Black,
PDP,2015-05-07 00:00:00,Male,35,Black,19142
PDP,2015-01-22 00:00:00,Male,45,White,19128
PDP,2015-12-11 00:00:00,Male,25,Black,19139
State,2015-11-23 00:00:00,Male,27,Hispanic,19130
PDP,2015-07-27 00:00:00,Male,21,Black,
State,2015-01-25 00:00:00,Male,35,White,19114
State,2015-11-02 00:00:00,Male,27,Hispanic,19116
State,2015-07-23 00:00:00,Male,26,Black,19131
PDP,2015-01-29 00:00:00,Female,23,Black,19132
PDP,2015-08-19 00:00:00,Male,21,Black,19120
PDP,2015-03-19 00:00:00,Male,25,Black,19132
PDP,2015-06-22 00:00:00,Male,23,Hispanic,19133
PDP,2015-02-07 00:00:00,Male,24,Black,19131
PDP,2015-02-06 00:00:00,Male,26,Black,19132
PDP,2015-02-05 00:00:00,Male,30,White,
PDP,2015-09-07 00:00:00,Male,33,Black,19111
State,2015-01-04 00:00:00,Female,59,Black,19133
PDP,2015-02-13 00:00:00,Female,22,Hispanic,19134
PDP,2015-02-16 00:00:00,Male,23,Black,19134
State,2015-03-30 00:00:00,Male,23,Black,19133
PDP,2015-02-13 00:00:00,Male,26,Black,19140
PDP,2015-04-27 00:00:00,Male,25,Black,19124
PDP,2015-03-16 00:00:00,Male,26,Black,19000
PDP,2015-02-20 00:00:00,Female,23,Black,19131
PDP,2015-08-11 00:00:00,Male,54,Hispanic,19131
PDP,2015-08-19 00:00:00,Male,22,Hispanic,19134
PDP,2015-07-11 00:00:00,Female,33,Black,
State,2015-12-21 00:00:00,Male,25,Black,19124
PDP,2015-04-22 00:00:00,Male,23,Hispanic,19124
State,2015-05-07 00:00:00,Male,25,Black,19121
PDP,2015-08-28 00:00:00,Male,30,Black,
PDP,2015-11-10 00:00:00,Male,28,Black,
PDP,2015-02-23 00:00:00,Male,24,Black,19121
PDP,2015-07-23 00:00:00,Male,23,Black,19121
State,2015-09-14 00:00:00,Male,24,White,19124
PDP,2015-05-11 00:00:00,Male,28,White,19125
PDP,2015-01-09 00:00:00,Male,25,Black,19100
PDP,2015-11-13 00:00:00,Male,24,Hispanic,19124
PDP,2015-08-17 00:00:00,Male,24,Black,19120
PDP,2015-04-17 00:00:00,Male,24,Black,19121
PDP,2015-12-18 00:00:00,Male,25,Black,19131
PDP,2015-12-07 00:00:00,Male,27,Black,19151
PDP,2015-11-05 00:00:00,Male,25,Black,19133
PDP,2015-01-29 00:00:00,Male,25,Black,19104
PDP,2015-08-28 00:00:00,Male,33,Black,
PDP,2015-12-12 00:00:00,Male,21,Hispanic,19133
PDP,2015-02-12 00:00:00,Male,25,Hispanic,19133
PDP,2015-01-07 00:00:00,Male,21,Black,19145
PDP,2015-03-03 00:00:00,Male,32,Black,19129
PDP,2015-03-13 00:00:00,Male,22,Other,19133
State,2015-10-29 00:00:00,Male,23,Black,19124
PDP,2015-05-19 00:00:00,Male,23,Black,
PDP,2015-03-20 00:00:00,Male,25,White,19122
State,2015-09-28 00:00:00,Male,26,Black,19131
PDP,2015-02-25 00:00:00,Male,26,Black,19143
PDP,2015-01-14 00:00:00,Male,25,Black,19132
PDP,2015-10-08 00:00:00,Male,20,Black,19138
PDP,2015-12-10 00:00:00,Male,20,Black,
PDP,2015-12-10 00:00:00,Male,27,Black,19126
State,2015-09-16 00:00:00,Male,23,Black,19121
PDP,2015-10-23 00:00:00,Male,30,Black,19142
PDP,2015-11-04 00:00:00,Female,26,Black,19145
PDP,2015-11-19 00:00:00,Male,26,Black,19121
PDP,2015-10-02 00:00:00,Male,39,Hispanic,19134
State,2015-08-17 00:00:00,Male,27,Black,19123
State,2015-03-02 00:00:00,Male,25,Black,19123
PDP,2015-04-13 00:00:00,Female,48,Hispanic,19140
PDP,2015-09-02 00:00:00,Male,30,White,19116
PDP,2015-11-04 00:00:00,Female,26,White,
PDP,2015-05-13 00:00:00,Male,25,White,19111
PDP,2015-08-17 00:00:00,Male,24,White,19040
PDP,2015-05-13 00:00:00,Male,24,Hispanic,
PDP,2015-04-17 00:00:00,Male,31,Hispanic,19135
PDP,2015-08-17 00:00:00,Male,23,Hispanic,19134
PDP,2015-05-18 00:00:00,Male,25,White,19128
State,2015-12-25 00:00:00,Male,23,Black,19143
PDP,2015-07-13 00:00:00,Male,22,Black,19139
State,2015-05-10 00:00:00,Male,24,Black,19132
State,2015-09-11 00:00:00,Male,35,Black,19143
PDP,2015-04-07 00:00:00,Male,22,Black,19132
PDP,2015-05-29 00:00:00,Male,22,Black,
PDP,2015-02-26 00:00:00,Male,22,Hispanic,19148
State,2015-10-05 00:00:00,Male,23,Black,19130
PDP,2015-02-04 00:00:00,Male,25,Black,19151
PDP,2015-08-19 00:00:00,Male,26,Black,19143
PDP,2015-01-31 00:00:00,Male,27,Black,19142
PDP,2015-03-18 00:00:00,Male,43,Hispanic,19056
PDP,2015-10-08 00:00:00,Male,27,Black,19126
PDP,2015-03-31 00:00:00,Male,22,Black,19146
PDP,2015-12-14 00:00:00,Male,35,White,19107
PDP,2015-11-09 00:00:00,Male,24,Black,19141
PDP,2015-02-26 00:00:00,Male,60,Black,19121
PDP,2015-02-22 00:00:00,Female,24,White,19149
PDP,2015-05-27 00:00:00,Male,24,White,19134
PDP,2015-03-09 00:00:00,Male,29,Black,19139
PDP,2015-06-23 00:00:00,Male,30,Black,19151
State,2015-05-27 00:00:00,Male,26,Black,19121
PDP,2015-06-20 00:00:00,Male,22,Black,19151
State,2015-11-02 00:00:00,Male,23,Black,19134
State,2015-09-08 00:00:00,Male,26,Black,19139
PDP,2015-11-23 00:00:00,Female,28,Black,19140
PDP,2015-04-25 00:00:00,Male,26,Hispanic,19133
PDP,2015-04-14 00:00:00,Male,29,Black,19132
PDP,2015-11-02 00:00:00,Male,21,Black,19134
PDP,2015-04-10 00:00:00,Male,23,Black,19121
PDP,2015-03-23 00:00:00,Male,21,Black,19124
PDP,2015-03-28 00:00:00,Female,23,Black,19100
State,2015-06-30 00:00:00,Male,27,Black,19143
PDP,2015-11-16 00:00:00,Male,28,Black,19128
State,2015-01-20 00:00:00,Female,41,White,19132
PDP,2015-03-31 00:00:00,Female,26,Black,19140
PDP,2015-02-26 00:00:00,Male,24,Black,19131
PDP,2015-02-26 00:00:00,Male,21,Hispanic,19134
PDP,2015-10-16 00:00:00,Male,26,Black,19100
PDP,2015-12-21 00:00:00,Male,29,Black,19143
PDP,2015-02-09 00:00:00,Male,24,Black,19138
PDP,2015-04-20 00:00:00,Male,26,Black,19140
State,2015-06-08 00:00:00,Male,26,Black,19139
PDP,2015-05-04 00:00:00,Male,30,Black,19151
PDP,2015-03-28 00:00:00,Male,21,Hispanic,19149
PDP,2015-09-15 00:00:00,Male,24,White,19111
PDP,2015-12-21 00:00:00,Male,49,Black,19145
PDP,2015-06-30 00:00:00,Male,32,Other,19121
State,2015-04-26 00:00:00,Male,24,Black,19132
PDP,2015-08-12 00:00:00,Male,24,Black,19100
PDP,2015-04-13 00:00:00,Male,24,Black,19143
PDP,2015-02-02 00:00:00,Male,25,Hispanic,19140
PDP,2015-10-23 00:00:00,Male,28,Black,19146
State,2015-09-14 00:00:00,Male,21,Black,19134
PDP,2015-07-24 00:00:00,Male,28,White,19146
PDP,2015-12-07 00:00:00,Female,24,Black,19143
PDP,2015-08-31 00:00:00,Male,25,Hispanic,19134
PDP,2015-08-04 00:00:00,Male,23,Black,19124
PDP,2015-06-24 00:00:00,Male,21,Black,19134
PDP,2015-12-03 00:00:00,Male,25,Black,19111
State,2015-06-16 00:00:00,Male,31,Black,19150
State,2015-02-13 00:00:00,Male,24,White,19116
PDP,2015-04-14 00:00:00,Male,30,Black,19144
PDP,2015-06-04 00:00:00,Male,24,Black,19124
PDP,2015-12-16 00:00:00,Male,38,Black,
PDP,2015-02-10 00:00:00,Male,31,Black,19134
PDP,2015-01-23 00:00:00,Male,45,Hispanic,19000
PDP,2015-02-05 00:00:00,Male,27,Black,
PDP,2015-03-29 00:00:00,Male,25,Black,19120
PDP,2015-09-14 00:00:00,Male,27,Black,19144
PDP,2015-01-13 00:00:00,Male,22,Black,19144
PDP,2015-02-28 00:00:00,Male,26,Hispanic,
PDP,2015-08-03 00:00:00,Male,24,Black,19134
PDP,2015-01-02 00:00:00,Female,29,Black,19120
PDP,2015-03-19 00:00:00,Male,29,Black,19141
PDP,2015-04-09 00:00:00,Male,26,Black,
PDP,2015-11-13 00:00:00,Male,24,Hispanic,19124
PDP,2015-07-07 00:00:00,Male,26,Black,
PDP,2015-07-22 00:00:00,Male,27,Black,19140
PDP,2015-04-10 00:00:00,Male,28,White,
PDP,2015-08-18 00:00:00,Male,24,Black,19151
PDP,2015-05-29 00:00:00,Female,35,Black,19132
PDP,2015-06-18 00:00:00,Male,29,Hispanic,19136
PDP,2015-10-28 00:00:00,Male,27,Black,19140
PDP,2015-08-13 00:00:00,Male,23,Black,19139
PDP,2015-07-02 00:00:00,Male,49,Black,19120
PDP,2015-12-29 00:00:00,Male,47,Hispanic,19124
PDP,2015-08-27 00:00:00,Male,23,Black,19143
PDP,2015-10-19 00:00:00,Male,30,Black,19135
State,2015-12-27 00:00:00,Male,34,Black,19149
PDP,2015-02-22 00:00:00,Female,36,White,19136
PDP,2015-05-15 00:00:00,Male,46,Black,
PDP,2015-04-09 00:00:00,Male,27,White,
PDP,2015-10-23 00:00:00,Male,34,White,19128
PDP,2015-03-17 00:00:00,Male,27,Black,
PDP,2015-01-22 00:00:00,Female,31,Black,19104
PDP,2015-03-17 00:00:00,Male,26,Hispanic,19120
PDP,2015-06-25 00:00:00,Male,22,Black,19124
PDP,2015-06-11 00:00:00,Male,21,Black,19126
State,2015-08-24 00:00:00,Male,25,Black,19144
State,2015-07-20 00:00:00,Male,31,White,19116
PDP,2015-03-17 00:00:00,Male,23,Black,19131
PDP,2015-02-20 00:00:00,Male,30,Hispanic,19134
PDP,2015-01-16 00:00:00,Male,30,Black,19104
PDP,2015-09-04 00:00:00,Male,30,Black,19143
PDP,2015-06-01 00:00:00,Male,26,White,19137
PDP,2015-10-21 00:00:00,Male,24,Hispanic,19124
PDP,2015-04-08 00:00:00,Male,26,White,
PDP,2015-05-15 00:00:00,Male,25,Hispanic,19106
PDP,2015-10-11 00:00:00,Female,37,White,19145
State,2015-07-29 00:00:00,Male,25,Black,19140
PDP,2015-05-19 00:00:00,Male,23,Black,19120
PDP,2015-01-23 00:00:00,Male,23,Black,19134
PDP,2015-12-17 00:00:00,Male,22,Other,19140
PDP,2015-06-04 00:00:00,Male,24,Black,19144
PDP,2015-08-19 00:00:00,Male,25,Black,
PDP,2015-11-10 00:00:00,Male,25,Black,19146
PDP,2015-05-23 00:00:00,Male,23,Black,19131
PDP,2015-03-05 00:00:00,Male,24,Black,19144
PDP,2015-08-24 00:00:00,Male,30,Black,
State,2015-07-28 00:00:00,Male,25,Black,19138
PDP,2015-07-21 00:00:00,Male,24,Black,
PDP,2015-02-20 00:00:00,Male,26,Hispanic,19134
PDP,2015-02-27 00:00:00,Male,23,Hispanic,19122
PDP,2015-10-27 00:00:00,Male,29,Hispanic,
State,2015-11-26 00:00:00,Male,26,Black,19134
PDP,2015-03-19 00:00:00,Male,26,Black,19100
PDP,2015-07-11 00:00:00,Male,24,Black,19140
PDP,2015-04-14 00:00:00,Male,24,Black,19143
PDP,2015-07-15 00:00:00,Male,27,Black,19122
PDP,2015-01-06 00:00:00,Male,23,Black,19111
PDP,2015-12-15 00:00:00,Male,24,Black,19143
PDP,2015-04-14 00:00:00,Male,47,Hispanic,19100
PDP,2015-02-21 00:00:00,Male,25,White,19154
PDP,2015-07-20 00:00:00,Male,27,Black,19138
PDP,2015-08-28 00:00:00,Female,32,White,19145
State,2015-10-14 00:00:00,Male,27,Black,19139
PDP,2015-05-22 00:00:00,Female,35,Black,19134
State,2015-05-18 00:00:00,Male,31,Black,19129
PDP,2015-06-17 00:00:00,Male,26,Black,
PDP,2015-01-05 00:00:00,Male,25,White,19128
PDP,2015-05-12 00:00:00,Male,24,Black,19140
PDP,2015-01-28 00:00:00,Male,33,Black,19141
PDP,2015-04-01 00:00:00,Male,25,White,19137
PDP,2015-08-17 00:00:00,Female,29,White,19134
State,2015-11-05 00:00:00,Male,25,Black,19124
State,2015-10-29 00:00:00,Male,25,Black,19150
PDP,2015-07-31 00:00:00,Female,33,Black,
PDP,2015-12-18 00:00:00,Male,24,Black,19140
PDP,2015-05-14 00:00:00,Male,21,Black,19120
PDP,2015-04-09 00:00:00,Male,23,Black,19133
PDP,2015-09-17 00:00:00,Male,52,Asian,
PDP,2015-12-07 00:00:00,Male,26,Black,
PDP,2015-12-13 00:00:00,Male,34,Black,19124
PDP,2015-01-14 00:00:00,Male,57,Hispanic,19120
PDP,2015-07-21 00:00:00,Male,30,Hispanic,19140
State,2015-08-17 00:00:00,Male,24,Black,19142
State,2015-09-10 00:00:00,Male,23,Black,19151
PDP,2015-04-26 00:00:00,Male,26,Black,19143
PDP,2015-09-03 00:00:00,Male,26,Black,19133
State,2015-09-11 00:00:00,Male,27,Black,19138
PDP,2015-05-14 00:00:00,Male,24,Black,19140
PDP,2015-12-19 00:00:00,Male,26,Black,19131
PDP,2015-10-23 00:00:00,Male,28,White,
PDP,2015-04-24 00:00:00,Male,24,Black,19121
PDP,2015-12-23 00:00:00,Male,36,Black,19142
PDP,2015-03-18 00:00:00,Male,22,Black,19124
PDP,2015-03-26 00:00:00,Male,25,Black,19121
PDP,2015-09-15 00:00:00,Male,23,Black,19121
PDP,2015-07-27 00:00:00,Male,21,Hispanic,
State,2015-05-17 00:00:00,Male,23,Black,19143
State,2015-05-11 00:00:00,Male,24,White,19134
State,2015-06-30 00:00:00,Male,60,Black,19139
PDP,2015-10-18 00:00:00,Male,26,Black,19124
PDP,2015-12-21 00:00:00,Male,25,Black,
PDP,2015-06-22 00:00:00,Male,21,White,
PDP,2015-12-04 00:00:00,Male,24,Black,19141
PDP,2015-05-11 00:00:00,Male,25,White,19114
PDP,2015-05-01 00:00:00,Male,39,Hispanic,19107
PDP,2015-08-24 00:00:00,Male,29,Black,19150
State,2015-04-13 00:00:00,Male,24,Black,19150
PDP,2015-09-22 00:00:00,Male,26,Black,19131
PDP,2015-11-06 00:00:00,Male,28,White,19115
PDP,2015-01-20 00:00:00,Male,24,Black,19124
PDP,2015-05-06 00:00:00,Male,20,Black,19131
PDP,2015-09-17 00:00:00,Male,21,Hispanic,19124
PDP,2015-03-12 00:00:00,Male,29,Black,19134
PDP,2015-10-16 00:00:00,Male,27,White,19145
PDP,2015-06-09 00:00:00,Male,33,Black,19100
PDP,2015-04-28 00:00:00,Male,23,Hispanic,19134
PDP,2015-02-05 00:00:00,Male,23,Black,19130
PDP,2015-10-30 00:00:00,Male,25,White,19135
PDP,2015-04-03 00:00:00,Male,26,Black,19121
PDP,2015-01-15 00:00:00,Male,30,Black,19144
PDP,2015-02-09 00:00:00,Female,28,White,19135
PDP,2015-07-01 00:00:00,Male,28,Hispanic,19120
PDP,2015-07-20 00:00:00,Male,42,Black,19124
PDP,2015-10-19 00:00:00,Male,23,White,19134
State,2015-10-16 00:00:00,Male,27,Black,19146
PDP,2015-02-05 00:00:00,Male,33,White,19111
PDP,2015-07-07 00:00:00,Male,31,White,
PDP,2015-08-25 00:00:00,Male,34,Hispanic,19111
PDP,2015-03-20 00:00:00,Male,28,Black,19124
PDP,2015-08-28 00:00:00,Male,21,Other,19134
State,2015-01-20 00:00:00,Male,23,Black,19124
PDP,2015-02-16 00:00:00,Male,22,Black,
PDP,2015-06-17 00:00:00,Male,29,Black,19150
PDP,2015-09-13 00:00:00,Male,29,Hispanic,19140
PDP,2015-04-28 00:00:00,Male,29,Black,19150
PDP,2015-01-23 00:00:00,Male,22,Black,19141
PDP,2015-09-02 00:00:00,Female,24,Black,
State,2015-04-20 00:00:00,Male,24,Black,19141
State,2015-12-25 00:00:00,Male,27,Black,19131
PDP,2015-09-15 00:00:00,Male,28,Black,19143
PDP,2015-10-02 00:00:00,Male,28,Black,
PDP,2015-07-29 00:00:00,Male,25,Black,19139
PDP,2015-07-01 00:00:00,Male,25,Black,19139
PDP,2015-05-27 00:00:00,Male,21,Black,19139
PDP,2015-06-12 00:00:00,Male,28,Black,19143
PDP,2015-09-29 00:00:00,Male,23,Black,19132
State,2015-08-09 00:00:00,Male,25,White,19129
PDP,2015-05-13 00:00:00,Male,27,Black,19132
PDP,2015-06-13 00:00:00,Male,31,White,
State,2015-06-18 00:00:00,Male,26,Black,19136
